,team26_vidyavichar,team27_vidyavichar,team6_vidyavichar,team13_vidyavichar,team16_vidyavichar,team33_vidyavichar,team22_vidyavichar,team32_vidyavichar,team3_vidyavichar,team20_vidyavichar,team24_vidyavichar,team29_vidyavichar,team14_vidyavichar,team28_vidyavichar,team21_vidyavichar,team5_vidyavichar,team25_vidyavichar,team31_vidyavichar,team10_vidyavichar
team26_vidyavichar,1.0,0.8847962368053783,0.9403178930910044,0.9521544563454297,0.7984552537938711,0.4664641597194701,0.9380111574806528,0.9326910498471039,0.971547909367197,0.9638763042386312,0.6238979493524368,0.7785127836743336,0.9302708808832808,0.95682259745908,0.9611030055684652,0.9591711629281737,0.9618933682197436,0.6713427427017518,0.9223007118373177
team27_vidyavichar,0.8847962368053783,1.0,0.9174237206440484,0.8841605153772091,0.7675023419674153,0.7304323157735464,0.8977616005652753,0.8580985053146846,0.886172155358285,0.8789727304590988,0.8199033762336221,0.74834419574539,0.8836358618363805,0.9041530751476563,0.9083638932406224,0.8984724699945054,0.9092816926698387,0.8514652584332594,0.8813531821792213
team6_vidyavichar,0.9403178930910044,0.9174237206440484,1.0,0.9529900425080082,0.7479346088316561,0.5590049982686491,0.9417926679954044,0.9226833795512646,0.9674955436021118,0.9436740016209387,0.6775575086430617,0.7712466640754845,0.8859884989267579,0.9238240000018499,0.9403898574451041,0.8992434492110681,0.9399757300427607,0.7294430818037234,0.9286360049897072
team13_vidyavichar,0.9521544563454297,0.8841605153772091,0.9529900425080082,1.0,0.7918826556913894,0.46714158036341674,0.9702294562479229,0.9876231806028009,0.9766068797958535,0.9735677889297499,0.6793334221706664,0.8675214033555204,0.9273319519397241,0.9758389114547525,0.9709518541248072,0.9346758473129828,0.9628340817712991,0.7152938920599498,0.9630941060294004
team16_vidyavichar,0.7984552537938711,0.7675023419674153,0.7479346088316561,0.7918826556913894,1.0,0.4411606470488421,0.8047125482271887,0.794064584439251,0.7907339331004741,0.7343496848285641,0.6012459903912486,0.633706265419093,0.7415808974798275,0.7871539568905991,0.8103963230670651,0.826059883153461,0.8125520382559926,0.6690281981527565,0.7411458164118678
team33_vidyavichar,0.4664641597194701,0.7304323157735464,0.5590049982686491,0.46714158036341674,0.4411606470488421,1.0,0.46006265945695934,0.46706638357011526,0.45669277143001413,0.48876955574339276,0.8644704771458445,0.46887931701021673,0.49665852531130716,0.46483150728594647,0.459091005962566,0.5069385700639715,0.488312014292259,0.8457664039306084,0.48451641025823633
team22_vidyavichar,0.9380111574806528,0.8977616005652753,0.9417926679954044,0.9702294562479229,0.8047125482271887,0.46006265945695934,1.0,0.9633171790517057,0.9720645992895502,0.9515969790562919,0.6548969540233177,0.8137716334514501,0.9294367926067647,0.9701533750545469,0.9744264853138003,0.9443512107600153,0.9707490186210544,0.6877051484754721,0.961705821754455
team32_vidyavichar,0.9326910498471039,0.8580985053146846,0.9226833795512646,0.9876231806028009,0.794064584439251,0.46706638357011526,0.9633171790517057,1.0,0.9541871444100927,0.9574427740511893,0.6849789077401969,0.8830118245900559,0.9109175301667739,0.96562831038778,0.9594612746059259,0.9188317776760004,0.9477340536108364,0.7132917166533183,0.952943930632443
team3_vidyavichar,0.971547909367197,0.886172155358285,0.9674955436021118,0.9766068797958535,0.7907339331004741,0.45669277143001413,0.9720645992895502,0.9541871444100927,1.0,0.9796241631511433,0.6246827819492656,0.8072952611174763,0.9327472075284149,0.958541806899162,0.9649461446919329,0.9537596795944,0.9648622858289092,0.676620329537987,0.9563558811572126
team20_vidyavichar,0.9638763042386312,0.8789727304590988,0.9436740016209387,0.9735677889297499,0.7343496848285641,0.48876955574339276,0.9515969790562919,0.9574427740511893,0.9796241631511433,1.0,0.6592003114226637,0.8707465960670567,0.9522092562016576,0.9602501666019682,0.9475448988112843,0.9549138602087534,0.9542414606688899,0.7115101554604569,0.9656586331465665
team24_vidyavichar,0.6238979493524368,0.8199033762336221,0.6775575086430617,0.6793334221706664,0.6012459903912486,0.8644704771458445,0.6548969540233177,0.6849789077401969,0.6246827819492656,0.6592003114226637,1.0,0.7061355883495436,0.6854138242306174,0.6836050568421999,0.6611857105521336,0.6720543695772213,0.6642691243003089,0.8754585782227341,0.6746652483734777
team29_vidyavichar,0.7785127836743336,0.74834419574539,0.7712466640754845,0.8675214033555204,0.633706265419093,0.46887931701021673,0.8137716334514501,0.8830118245900559,0.8072952611174763,0.8707465960670567,0.7061355883495436,1.0,0.843263251491275,0.8470274098331787,0.8019802725717116,0.8063886550003346,0.8051854182218198,0.7052883695386672,0.8656457410402195
team14_vidyavichar,0.9302708808832808,0.8836358618363805,0.8859884989267579,0.9273319519397241,0.7415808974798275,0.49665852531130716,0.9294367926067647,0.9109175301667739,0.9327472075284149,0.9522092562016576,0.6854138242306174,0.843263251491275,1.0,0.9589948670410279,0.9415911205293733,0.9630485667813662,0.9471096930040649,0.7216784953539792,0.9440346981893906
team28_vidyavichar,0.95682259745908,0.9041530751476563,0.9238240000018499,0.9758389114547525,0.7871539568905991,0.46483150728594647,0.9701533750545469,0.96562831038778,0.958541806899162,0.9602501666019682,0.6836050568421999,0.8470274098331787,0.9589948670410279,1.0,0.9924138990645075,0.9586633584380871,0.9841360809486406,0.7061095690991023,0.9662891279126259
team21_vidyavichar,0.9611030055684652,0.9083638932406224,0.9403898574451041,0.9709518541248072,0.8103963230670651,0.459091005962566,0.9744264853138003,0.9594612746059259,0.9649461446919329,0.9475448988112843,0.6611857105521336,0.8019802725717116,0.9415911205293733,0.9924138990645075,1.0,0.9519278823164938,0.9872684849342261,0.6881439977111473,0.9572163268905038
team5_vidyavichar,0.9591711629281737,0.8984724699945054,0.8992434492110681,0.9346758473129828,0.826059883153461,0.5069385700639715,0.9443512107600153,0.9188317776760004,0.9537596795944,0.9549138602087534,0.6720543695772213,0.8063886550003346,0.9630485667813662,0.9586633584380871,0.9519278823164938,1.0,0.9690331873121869,0.7272186274309891,0.9397133773298395
team25_vidyavichar,0.9618933682197436,0.9092816926698387,0.9399757300427607,0.9628340817712991,0.8125520382559926,0.488312014292259,0.9707490186210544,0.9477340536108364,0.9648622858289092,0.9542414606688899,0.6642691243003089,0.8051854182218198,0.9471096930040649,0.9841360809486406,0.9872684849342261,0.9690331873121869,1.0,0.7085648069899368,0.9614581148846262
team31_vidyavichar,0.6713427427017518,0.8514652584332594,0.7294430818037234,0.7152938920599498,0.6690281981527565,0.8457664039306084,0.6877051484754721,0.7132917166533183,0.676620329537987,0.7115101554604569,0.8754585782227341,0.7052883695386672,0.7216784953539792,0.7061095690991023,0.6881439977111473,0.7272186274309891,0.7085648069899368,1.0,0.7115024147345632
team10_vidyavichar,0.9223007118373177,0.8813531821792213,0.9286360049897072,0.9630941060294004,0.7411458164118678,0.48451641025823633,0.961705821754455,0.952943930632443,0.9563558811572126,0.9656586331465665,0.6746652483734777,0.8656457410402195,0.9440346981893906,0.9662891279126259,0.9572163268905038,0.9397133773298395,0.9614581148846262,0.7115024147345632,1.0
